TIMESTAMP,TA_F,TA_F_QC,SW_IN_F,SW_IN_F_QC,LW_IN_F,LW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,NETRAD,NETRAD_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,SWC_F_MDS_1,SWC_F_MDS_1_QC,G_F_MDS,G_F_MDS_QC,LE_CORR,H_CORR,NEE_VUT_REF_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF
20040101,6.526,0.0,18.899,0.0,291.727,0.0,6.469,0.0,98.545,0.0,0.067,0.0,3.026,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,88.5185,28.7182,0.0,12.0109,0.947298
20040102,6.99,0.0,21.762,0.0,275.078,0.0,6.742,0.0,98.535,0.0,0.0,0.0,4.766,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,89.172,25.7642,0.0,12.613,1.07181
20040103,3.079,0.0,23.292,0.0,264.555,0.0,6.104,0.0,98.553,0.0,0.0,0.0,2.346,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,106.92,26.5924,0.0,11.6969,1.1447
20040104,3.032,0.0,21.938,0.0,274.81,0.0,5.737,0.0,98.562,0.0,0.0,0.0,1.711,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,88.5185,29.6998,0.0,11.2952,1.08149
20040105,4.152,0.0,22.732,0.0,279.677,0.0,5.47,0.0,98.579,0.0,0.0,0.0,1.56,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,109.144,31.4548,0.0,12.0322,1.11938
20040106,3.952,0.0,23.646,0.0,278.952,0.0,5.508,0.0,98.578,0.0,0.0,0.0,1.172,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,114.652,28.5156,0.0,11.8772,1.16183
20040107,3.963,0.0,21.441,0.0,290.467,0.0,5.642,0.0,98.572,0.0,0.006,0.0,1.591,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,97.1782,31.8477,0.0,11.4813,1.061
20040108,8.055,0.0,22.616,0.0,297.321,0.0,6.127,0.0,98.567,0.0,0.0,0.0,3.03,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,98.6539,29.3594,0.0,12.8347,1.11444
20040109,11.49,0.0,21.883,0.0,309.347,0.0,6.451,0.0,98.578,0.0,0.0,0.0,3.496,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,125.133,30.7831,0.0,13.4296,1.08241
20040110,11.129,0.0,23.643,0.0,304.25,0.0,6.489,0.0,98.587,0.0,0.0,0.0,1.969,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,102.765,34.1768,0.0,12.9591,1.1632
20040111,9.135,0.0,20.331,0.0,308.572,0.0,5.891,0.0,98.59,0.0,0.0,0.0,1.101,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,102.965,30.8916,0.0,13.0573,1.00637
20040112,10.591,0.0,24.521,0.0,296.347,0.0,6.491,0.0,98.579,0.0,0.0,0.0,2.379,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.979,30.3928,0.0,13.2433,1.2046
20040113,10.69,0.0,25.007,0.0,290.725,0.0,6.823,0.0,98.555,0.0,0.0,0.0,2.514,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,104.162,34.759,0.0,12.8684,1.22736
20040114,9.753,0.0,25.258,0.0,293.121,0.0,6.716,0.0,98.548,0.0,0.0,0.0,3.598,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,104.402,31.4023,0.0,13.1853,1.2381
20040115,6.709,0.0,22.503,0.0,305.222,0.0,5.96,0.0,98.563,0.0,0.007,0.0,2.01,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,124.673,30.8723,0.0,12.4397,1.10479
20040116,7.708,0.0,25.047,0.0,297.065,0.0,6.038,0.0,98.551,0.0,0.017,0.0,2.054,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,102.873,34.3783,0.0,12.2523,1.22943
20040117,8.661,0.0,26.173,0.0,285.761,0.0,6.63,0.0,98.536,0.0,0.0,0.0,2.922,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,105.984,31.9082,0.0,12.9592,1.28148
20040118,4.07,0.0,27.244,0.0,259.871,0.0,6.707,0.0,98.541,0.0,0.0,0.0,4.486,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,129.401,32.1838,0.0,11.8995,1.33055
20040119,1.619,0.0,26.856,0.0,258.171,0.0,6.364,0.0,98.567,0.0,0.0,0.0,2.189,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,109.904,36.8751,0.0,11.0048,1.31258
20040120,3.32,0.0,23.353,0.0,278.658,0.0,6.558,0.0,98.552,0.0,0.0,0.0,1.632,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,111.571,33.7221,0.0,11.8625,1.15322
20040121,4.868,0.0,26.621,0.0,283.463,0.0,6.17,0.0,98.554,0.0,0.0,0.0,1.603,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,136.101,33.8502,0.0,12.0642,1.3028
20040122,4.937,0.0,27.209,0.0,285.15,0.0,5.766,0.0,98.565,0.0,0.0,0.0,1.919,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,115.451,38.7362,0.0,11.6822,1.3304
20040123,10.626,0.0,23.719,0.0,309.005,0.0,7.024,0.0,98.551,0.0,0.0,0.0,2.465,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,117.754,35.5906,0.0,13.3659,1.18094
20040124,10.287,0.0,22.131,0.0,317.014,0.0,6.356,0.0,98.561,0.0,0.0,0.0,1.389,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,140.606,34.9706,0.0,13.1804,1.10883
20040125,8.606,0.0,26.805,0.0,302.374,0.0,5.896,0.0,98.539,0.0,0.006,0.0,1.813,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,118.902,39.894,0.0,12.4377,1.31054
20040126,11.611,0.0,26.984,0.0,320.121,0.0,6.844,0.0,98.514,0.0,1.089,0.0,3.279,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.293,36.9625,0.0,13.5699,1.31864
20040127,11.945,0.0,28.541,0.0,315.081,0.0,7.135,0.0,98.509,0.0,1.054,0.0,3.321,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,149.646,37.219,0.0,13.5236,1.39325
20040128,3.716,0.0,30.708,0.0,270.732,0.0,6.418,0.0,98.542,0.0,0.243,0.0,2.538,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,124.462,41.7598,0.0,11.431,1.49108
20040129,4.381,0.0,30.974,0.0,268.688,0.0,6.281,0.0,98.552,0.0,0.0,0.0,1.737,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,126.526,38.2422,0.0,12.0785,1.50257
20040130,4.337,0.0,28.093,0.0,284.488,0.0,5.761,0.0,98.581,0.0,0.0,0.0,2.367,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,154.129,38.334,0.0,11.953,1.37799
20040131,7.968,0.0,28.876,0.0,313.116,0.0,5.95,0.0,98.598,0.0,0.0,0.0,1.809,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,129.606,43.4857,0.0,12.3064,1.41672
20040201,8.779,0.0,28.822,0.0,308.992,0.0,5.731,0.0,98.618,0.0,0.0,0.0,1.363,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,133.438,39.8085,0.0,12.9832,1.41197
20040202,7.97,0.0,29.372,0.0,306.025,0.0,5.479,0.0,98.63,0.0,0.0,0.0,1.069,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,163.556,39.8794,0.0,12.7004,1.43759
20040203,6.707,0.0,30.859,0.0,308.312,0.0,5.35,0.0,98.641,0.0,0.007,0.0,1.121,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,139.688,45.9757,0.0,12.0447,1.50956
20040204,6.284,0.0,29.9,0.0,311.237,0.0,5.387,0.0,98.652,0.0,0.015,0.0,1.757,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,145.031,42.2153,0.0,12.4674,1.47148
20040205,6.752,0.0,33.084,0.0,292.54,0.0,5.495,0.0,98.645,0.0,0.004,0.0,1.924,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,174.58,41.8222,0.0,12.4489,1.61283
20040206,7.826,0.0,34.859,0.0,282.208,0.0,5.922,0.0,98.621,0.0,0.0,0.0,2.029,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,144.534,46.7092,0.0,12.2763,1.69132
20040207,7.639,0.0,33.803,0.0,296.078,0.0,5.762,0.0,98.611,0.0,0.26,0.0,1.178,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,148.851,43.3697,0.0,12.7471,1.64708
20040208,6.495,0.0,19.682,0.0,327.236,0.0,5.385,0.0,98.615,0.0,0.386,0.0,1.41,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,182.373,43.3398,0.0,12.3947,0.997364
20040209,5.874,0.0,25.2,0.0,320.442,0.0,5.355,0.0,98.612,0.0,0.296,0.0,1.721,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,152.246,48.8272,0.0,11.8719,1.26222
20040210,5.129,0.0,35.508,0.0,281.632,0.0,5.575,0.0,98.614,0.0,0.0,0.0,1.748,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,152.911,44.1707,0.0,12.2283,1.74293
20040211,6.447,0.0,37.84,0.0,268.878,0.0,6.217,0.0,98.592,0.0,0.0,0.0,1.64,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,180.422,42.8547,0.0,12.3856,1.8511
20040212,6.022,0.0,36.461,0.0,272.863,0.0,6.21,0.0,98.593,0.0,0.0,0.0,1.534,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,146.951,47.6266,0.0,11.9047,1.78254
20040213,5.559,0.0,35.821,0.0,291.154,0.0,5.66,0.0,98.603,0.0,0.037,0.0,1.225,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,144.648,42.4833,0.0,12.3189,1.75587
20040214,5.68,0.0,36.12,0.0,303.159,0.0,5.526,0.0,98.582,0.0,0.025,0.0,1.53,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,167.872,40.5325,0.0,12.2276,1.77296
20040215,6.108,0.0,36.402,0.0,295.331,0.0,5.6,0.0,98.576,0.0,0.0,0.0,1.597,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,134.373,44.6155,0.0,11.9217,1.7895
20040216,6.255,0.0,35.064,0.0,308.518,0.0,5.733,0.0,98.584,0.0,0.236,0.0,2.342,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,133.172,39.8248,0.0,12.4615,1.71983
20040217,2.674,0.0,36.852,0.0,284.091,0.0,5.756,0.0,98.593,0.0,0.139,0.0,2.695,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,157.732,38.8095,0.0,11.6112,1.81433
20040218,4.393,0.0,34.703,0.0,298.954,0.0,5.932,0.0,98.553,0.0,0.041,0.0,2.34,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,125.748,41.7217,0.0,11.5696,1.70771
20040219,3.612,0.0,28.293,0.0,318.604,0.0,5.672,0.0,98.505,0.0,3.358,0.0,2.827,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.035,36.8847,0.0,11.9163,1.40816
20040220,5.572,0.0,12.41,0.0,342.32,0.0,5.031,0.0,98.465,0.0,20.118,0.0,2.451,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,142.812,35.5193,0.0,12.2044,0.650456
20040221,7.255,0.0,25.429,0.0,315.268,0.0,5.372,0.0,98.468,0.0,2.16,0.0,1.349,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,115.326,38.6944,0.0,12.1583,1.28788
20040222,6.333,0.0,41.233,0.0,276.224,0.0,6.217,0.0,98.52,0.0,0.0,0.0,2.114,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,116.177,34.8269,0.0,12.4782,2.02161
20040223,7.145,0.0,37.832,0.0,294.402,0.0,5.994,0.0,98.528,0.0,1.006,0.0,1.397,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,138.16,34.0788,0.0,12.5303,1.87295
20040224,5.076,0.0,18.801,0.0,338.598,0.0,5.268,0.0,98.524,0.0,8.61,0.0,2.198,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,114.382,38.061,0.0,11.7072,0.962898
20040225,5.195,0.0,28.797,0.0,318.262,0.0,4.992,0.0,98.493,0.0,13.322,0.0,1.341,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,115.529,34.631,0.0,12.2423,1.44374
20040226,3.756,0.0,25.474,0.0,305.811,0.0,5.398,0.0,98.48,0.0,22.639,0.0,2.021,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,140.511,34.6635,0.0,11.8341,1.27749
20040227,2.447,0.0,36.659,0.0,267.757,0.0,6.084,0.0,98.49,0.0,2.996,0.0,4.701,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,118.164,39.3298,0.0,11.1732,1.81198
20040228,3.521,0.0,43.173,0.0,260.674,0.0,6.474,0.0,98.529,0.0,0.171,0.0,4.222,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,119.57,35.8522,0.0,11.901,2.1147
20040229,3.049,0.0,38.485,0.0,275.095,0.0,6.311,0.0,98.549,0.0,0.136,0.0,3.379,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,144.008,35.5333,0.0,11.6896,1.90877
20040301,-0.826,0.0,42.867,0.0,255.198,0.0,6.047,0.0,98.578,0.0,0.301,0.0,2.664,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,119.524,39.7863,0.0,10.5141,2.08994
20040302,-1.703,0.0,53.65,0.0,252.356,0.0,5.753,0.0,98.615,0.0,0.849,0.0,2.667,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,121.557,36.4528,0.0,10.8551,2.56824
20040303,2.267,0.0,56.927,0.0,260.887,0.0,6.09,0.0,98.619,0.0,0.0,0.0,1.703,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,147.207,36.3289,0.0,11.5374,2.70546
20040304,8.161,0.0,53.543,0.0,293.221,0.0,6.429,0.0,98.597,0.0,0.0,0.0,2.084,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,122.134,40.9786,0.0,12.3482,2.56459
20040305,11.56,0.0,46.08,0.0,308.137,0.0,6.797,0.0,98.572,0.0,0.0,0.0,1.975,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,124.186,37.5349,0.0,13.5585,2.20081
20040306,10.788,0.0,51.763,0.0,305.489,0.0,6.538,0.0,98.571,0.0,0.183,0.0,2.819,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,147.725,36.7413,0.0,13.2842,2.47222
20040307,5.842,0.0,58.634,0.0,273.332,0.0,6.169,0.0,98.594,0.0,0.0,0.0,2.403,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,123.443,41.4177,0.0,11.8671,2.78224
20040308,6.162,0.0,55.736,0.0,299.275,0.0,5.888,0.0,98.586,0.0,0.0,0.0,1.846,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,123.087,37.2026,0.0,12.4435,2.6521
20040309,6.747,0.0,50.157,0.0,307.421,0.0,5.755,0.0,98.582,0.0,0.0,0.0,2.234,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,147.388,36.6574,0.0,12.4477,2.42134
20040310,7.684,0.0,40.239,0.0,318.951,0.0,5.569,0.0,98.557,0.0,1.598,0.0,1.321,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,123.164,41.3241,0.0,12.2475,1.97107
20040311,8.569,0.0,54.297,0.0,311.004,0.0,5.738,0.0,98.557,0.0,0.093,0.0,2.359,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,125.224,37.8484,0.0,12.9403,2.61032
20040312,9.736,0.0,56.664,0.0,315.735,0.0,5.622,0.0,98.53,0.0,0.004,0.0,2.265,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,151.526,37.6866,0.0,13.0664,2.70425
20040313,7.156,0.0,18.857,0.0,336.693,0.0,5.163,0.0,98.566,0.0,14.546,0.0,1.637,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,125.448,42.0904,0.0,12.1371,0.969113
20040314,6.779,0.0,31.761,0.0,333.182,0.0,5.195,0.0,98.605,0.0,8.822,0.0,4.692,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,126.374,38.1961,0.0,12.5685,1.6031
20040315,7.206,0.0,39.904,0.0,342.071,0.0,5.094,0.0,98.613,0.0,11.147,0.0,6.186,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,0.5,-9999.0,152.133,37.8376,0.0,12.5419,1.95605
20040316,7.483,0.0,34.646,0.0,353.87,0.0,5.057,0.0,98.616,0.0,5.992,0.0,4.002,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,126.538,42.449,0.0,12.2046,1.72062
20040317,7.019,0.0,49.256,0.0,325.133,0.0,5.15,0.0,98.618,0.0,0.894,0.0,2.53,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.28016,-9999.0,129.247,39.0578,0.0,12.6185,2.4046
20040318,7.364,0.0,61.819,0.0,308.53,0.0,5.366,0.0,98.614,0.0,0.059,0.0,1.451,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,8.99118,-9999.0,155.952,38.7809,0.0,12.575,2.94985
20040319,7.134,0.0,60.326,0.0,307.134,0.0,5.39,0.0,98.624,0.0,0.025,0.0,1.617,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,130.979,43.939,0.0,12.1334,2.87533
20040320,8.824,0.0,61.437,0.0,305.221,0.0,5.645,0.0,98.612,0.0,0.0,0.0,1.923,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,9.28016,-9999.0,132.764,40.121,0.0,12.9931,2.91888
20040321,11.006,0.0,63.49,0.0,313.961,0.0,6.144,0.0,98.576,0.0,0.0,0.0,2.199,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,8.99118,-9999.0,160.17,39.83,0.0,13.329,3.01573
20040322,6.642,0.0,56.941,0.0,292.823,0.0,6.234,0.0,98.573,0.0,0.334,0.0,2.634,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,133.416,44.7568,0.0,12.0313,2.76717
20040323,6.702,0.0,64.897,0.0,278.031,0.0,6.624,0.0,98.555,0.0,0.0,0.0,3.096,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,9.28016,-9999.0,135.314,40.8917,0.0,12.5548,3.0805
20040324,4.93,0.0,45.379,0.0,302.967,0.0,5.842,0.0,98.543,0.0,0.257,0.0,1.918,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,8.99118,-9999.0,163.34,40.6185,0.0,12.0732,2.26816
20040325,3.956,0.0,49.566,0.0,313.706,0.0,5.807,0.0,98.531,0.0,7.698,0.0,2.891,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,136.071,45.6474,0.0,11.4785,2.44037
20040326,2.847,0.0,14.442,0.0,334.857,0.0,5.372,0.0,98.519,0.0,11.494,0.0,2.766,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,9.28016,-9999.0,137.323,41.499,0.0,11.7601,0.746751
20040327,3.771,0.0,16.736,0.0,339.064,0.0,5.404,0.0,98.512,0.0,10.494,0.0,2.867,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,8.99118,-9999.0,165.039,41.0475,0.0,11.8338,0.868744
20040328,5.698,0.0,27.539,0.0,348.497,0.0,5.085,0.0,98.502,0.0,35.846,0.0,4.669,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,136.953,45.9508,0.0,11.8355,1.39099
20040329,7.099,0.0,61.596,0.0,315.912,0.0,5.42,0.0,98.478,0.0,14.342,0.0,3.196,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,9.28016,-9999.0,138.059,41.7278,0.0,12.6363,2.98015
20040330,7.175,0.0,52.541,0.0,311.735,0.0,5.639,0.0,98.511,0.0,2.407,0.0,1.518,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,0.0,-9999.0,-9999.0,-9999.0,-9999.0,8.99118,-9999.0,165.984,41.2826,0.0,12.5363,2.57232
20040331,7.891,0.0,66.819,0.0,299.707,0.0,5.961,0.0,98.531,0.0,0.294,0.0,1.752,0.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,10.4078,-9999.0,137.788,46.2309,0.0,12.2903,3.23446
